"plot","event","year","doy","date","genus","species","value"
"VR","pfd",1975,208,"1975-07-27","Arabis","drummondii",4
"WM","pfd",1975,191,"1975-07-10","Arabis","drummondii",10
"RM","pfd",1976,163,"1976-06-11","Arabis","drummondii",9
"WM","pfd",1976,182,"1976-06-30","Arabis","drummondii",4
"EM","pfd",1977,168,"1977-06-17","Arabis","drummondii",13
"IN","pfd",1977,166,"1977-06-15","Arabis","drummondii",7
"RM","pfd",1977,156,"1977-06-05","Arabis","drummondii",29
"VR","pfd",1977,176,"1977-06-25","Arabis","drummondii",71
"WM","pfd",1977,172,"1977-06-21","Arabis","drummondii",6
"RM","pfd",1979,173,"1979-06-22","Arabis","drummondii",3
"VR","pfd",1979,182,"1979-07-01","Arabis","drummondii",6
"EM","pfd",1980,194,"1980-07-12","Arabis","drummondii",2
"RM","pfd",1980,182,"1980-06-30","Arabis","drummondii",33
"VR","pfd",1980,190,"1980-07-08","Arabis","drummondii",2
"RM","pfd",1981,161,"1981-06-10","Arabis","drummondii",15
"VR","pfd",1981,170,"1981-06-19","Arabis","drummondii",1
"EM","pfd",1982,188,"1982-07-07","Arabis","drummondii",8
"RM","pfd",1982,168,"1982-06-17","Arabis","drummondii",29
"VR","pfd",1982,185,"1982-07-04","Arabis","drummondii",11
"WM","pfd",1982,195,"1982-07-14","Arabis","drummondii",5
"RM","pfd",1983,180,"1983-06-29","Arabis","drummondii",14
"VR","pfd",1983,188,"1983-07-07","Arabis","drummondii",4
"WM","pfd",1983,201,"1983-07-20","Arabis","drummondii",7
"RM","pfd",1984,206,"1984-07-24","Arabis","drummondii",3
"WM","pfd",1984,189,"1984-07-07","Arabis","drummondii",2
"GH","pfd",1985,193,"1985-07-12","Arabis","drummondii",2
"RM","pfd",1985,160,"1985-06-09","Arabis","drummondii",13
"GH","pfd",1986,177,"1986-06-26","Arabis","drummondii",2
"RM","pfd",1986,167,"1986-06-16","Arabis","drummondii",18
"WM","pfd",1986,187,"1986-07-06","Arabis","drummondii",8
"EM","pfd",1987,169,"1987-06-18","Arabis","drummondii",5
"RM","pfd",1987,159,"1987-06-08","Arabis","drummondii",24
"VR","pfd",1987,169,"1987-06-18","Arabis","drummondii",2
"WM","pfd",1987,182,"1987-07-01","Arabis","drummondii",7
"EM","pfd",1988,166,"1988-06-14","Arabis","drummondii",3
"GH","pfd",1988,209,"1988-07-27","Arabis","drummondii",9
"RM","pfd",1988,164,"1988-06-12","Arabis","drummondii",26
"VR","pfd",1988,175,"1988-06-23","Arabis","drummondii",4
"WM","pfd",1988,201,"1988-07-19","Arabis","drummondii",12
"GH","pfd",1989,171,"1989-06-20","Arabis","drummondii",3
"IN","pfd",1989,176,"1989-06-25","Arabis","drummondii",7
"RM","pfd",1989,161,"1989-06-10","Arabis","drummondii",4
"WM","pfd",1989,198,"1989-07-17","Arabis","drummondii",15
"IN","pfd",1991,180,"1991-06-29","Arabis","drummondii",4
"RM","pfd",1991,165,"1991-06-14","Arabis","drummondii",11
"VR","pfd",1991,180,"1991-06-29","Arabis","drummondii",8
"WM","pfd",1991,189,"1991-07-08","Arabis","drummondii",40
"EM","pfd",1992,176,"1992-06-24","Arabis","drummondii",4
"GH","pfd",1992,185,"1992-07-03","Arabis","drummondii",14
"RM","pfd",1992,191,"1992-07-09","Arabis","drummondii",8
"VR","pfd",1992,183,"1992-07-01","Arabis","drummondii",3
"WM","pfd",1992,183,"1992-07-01","Arabis","drummondii",20
"EM","pfd",1993,184,"1993-07-03","Arabis","drummondii",2
"GH","pfd",1993,200,"1993-07-19","Arabis","drummondii",1
"RM","pfd",1993,176,"1993-06-25","Arabis","drummondii",3
"VR","pfd",1993,182,"1993-07-01","Arabis","drummondii",3
"WM","pfd",1993,203,"1993-07-22","Arabis","drummondii",8
"EM","pfd",1994,168,"1994-06-17","Arabis","drummondii",2
"RM","pfd",1994,163,"1994-06-12","Arabis","drummondii",10
"VR","pfd",1994,176,"1994-06-25","Arabis","drummondii",2
"WM","pfd",1994,180,"1994-06-29","Arabis","drummondii",4
"EM","pfd",1995,203,"1995-07-22","Arabis","drummondii",2
"RM","pfd",1995,193,"1995-07-12","Arabis","drummondii",4
"GH","pfd",1996,178,"1996-06-26","Arabis","drummondii",3
"RM","pfd",1996,168,"1996-06-16","Arabis","drummondii",7
"VR","pfd",1996,176,"1996-06-24","Arabis","drummondii",4
"RM","pfd",1997,174,"1997-06-23","Arabis","drummondii",6
"VR","pfd",1997,176,"1997-06-25","Arabis","drummondii",4
"GH","pfd",1998,181,"1998-06-30","Arabis","drummondii",13
"IN","pfd",1998,199,"1998-07-18","Arabis","drummondii",2
"RM","pfd",1998,222,"1998-08-10","Arabis","drummondii",24
"VR","pfd",1998,179,"1998-06-28","Arabis","drummondii",11
"WM","pfd",1998,189,"1998-07-08","Arabis","drummondii",3
"GH","pfd",1999,192,"1999-07-11","Arabis","drummondii",6
"RM","pfd",1999,211,"1999-07-30","Arabis","drummondii",6
"VR","pfd",1999,179,"1999-06-28","Arabis","drummondii",8
"GH","pfd",2000,164,"2000-06-12","Arabis","drummondii",2
"RM","pfd",2000,156,"2000-06-04","Arabis","drummondii",15
"VR","pfd",2000,162,"2000-06-10","Arabis","drummondii",1
"GH","pfd",2001,162,"2001-06-11","Arabis","drummondii",1
"RM","pfd",2001,157,"2001-06-06","Arabis","drummondii",10
"WM","pfd",2001,183,"2001-07-02","Arabis","drummondii",4
"RM","pfd",2002,148,"2002-05-28","Arabis","drummondii",17
"VR","pfd",2002,164,"2002-06-13","Arabis","drummondii",2
"RM","pfd",2003,154,"2003-06-03","Arabis","drummondii",11
"WM","pfd",2003,220,"2003-08-08","Arabis","drummondii",7
"RM","pfd",2004,158,"2004-06-06","Arabis","drummondii",6
"WM","pfd",2004,247,"2004-09-03","Arabis","drummondii",2
"RM","pfd",2005,178,"2005-06-27","Arabis","drummondii",4
"MD","pfd",2006,206,"2006-07-25","Arabis","drummondii",3
"RM","pfd",2006,158,"2006-06-07","Arabis","drummondii",10
"GH","pfd",2007,220,"2007-08-08","Arabis","drummondii",6
"RM","pfd",2007,157,"2007-06-06","Arabis","drummondii",24
"RM","pfd",2008,176,"2008-06-24","Arabis","drummondii",23
"GH","pfd",2009,190,"2009-07-09","Arabis","drummondii",4
"RM","pfd",2009,176,"2009-06-25","Arabis","drummondii",10
"GH","pfd",1991,221,"1991-08-09","Arabis","na",12
"RM","pfd",1973,208,"1973-07-27","Arenaria","congesta",201
"RM","pfd",1980,204,"1980-07-22","Arenaria","congesta",68
"RM","pfd",1981,194,"1981-07-13","Arenaria","congesta",117
"RM","pfd",1982,204,"1982-07-23","Arenaria","congesta",587
"RM","pfd",1983,212,"1983-07-31","Arenaria","congesta",718
"RM","pfd",1984,210,"1984-07-28","Arenaria","congesta",107
"RM","pfd",1986,201,"1986-07-20","Arenaria","congesta",171
"RM","pfd",1987,191,"1987-07-10","Arenaria","congesta",77
"RM","pfd",1988,196,"1988-07-14","Arenaria","congesta",133
"RM","pfd",1989,196,"1989-07-15","Arenaria","congesta",23
"RM","pfd",1991,192,"1991-07-11","Arenaria","congesta",146
"RM","pfd",1994,244,"1994-09-01","Arenaria","congesta",1
"RM","pfd",1995,221,"1995-08-09","Arenaria","congesta",685
"RM","pfd",1996,201,"1996-07-19","Arenaria","congesta",328
"RM","pfd",1997,204,"1997-07-23","Arenaria","congesta",266
"RM","pfd",1998,193,"1998-07-12","Arenaria","congesta",665
"RM","pfd",1999,201,"1999-07-20","Arenaria","congesta",998
"RM","pfd",2000,194,"2000-07-12","Arenaria","congesta",761
"RM","pfd",2001,187,"2001-07-06","Arenaria","congesta",150
"RM","pfd",2002,174,"2002-06-23","Arenaria","congesta",101
"RM","pfd",2003,188,"2003-07-07","Arenaria","congesta",236
"RM","pfd",2004,188,"2004-07-06","Arenaria","congesta",1325
"RM","pfd",2005,198,"2005-07-17","Arenaria","congesta",380
"RM","pfd",2006,182,"2006-07-01","Arenaria","congesta",698
"RM","pfd",2007,180,"2007-06-29","Arenaria","congesta",1395
"RM","pfd",2008,196,"2008-07-14","Arenaria","congesta",279
"RM","pfd",2009,194,"2009-07-13","Arenaria","congesta",629
"RM","pfd",1991,240,"1991-08-28","Arenaria","fendleri",14
"GH","pfd",1989,239,"1989-08-27","Artemisia","dracunculus",21
"GH","pfd",2008,245,"2008-09-01","Artemisia","dracunculus",70
"IN","pfd",2008,239,"2008-08-26","Artemisia","dracunculus",5
"WM","pfd",2008,243,"2008-08-30","Artemisia","dracunculus",63
"GH","pfd",2009,219,"2009-08-07","Artemisia","dracunculus",48
"RM","pfd",2008,241,"2008-08-28","Artemisia","tridentata",195
"RM","pfd",2009,232,"2009-08-20","Artemisia","tridentata",121
"RM","pfd",1977,230,"1977-08-18","Aster","engelmannii",1
"VR","pfd",1979,248,"1979-09-05","Aster","engelmannii",3
"WM","pfd",1979,239,"1979-08-27","Aster","engelmannii",3
"RM","pfd",1981,240,"1981-08-28","Aster","engelmannii",6
"RM","pfd",1986,240,"1986-08-28","Aster","engelmannii",2
"VR","pfd",1986,230,"1986-08-18","Aster","engelmannii",22
"WM","pfd",1986,240,"1986-08-28","Aster","engelmannii",1
"VR","pfd",1987,225,"1987-08-13","Aster","engelmannii",3
"RM","pfd",1988,234,"1988-08-21","Aster","engelmannii",7
"VR","pfd",1988,225,"1988-08-12","Aster","engelmannii",3
"IN","pfd",1991,245,"1991-09-02","Aster","engelmannii",7
"RM","pfd",1991,248,"1991-09-05","Aster","engelmannii",30
"VR","pfd",1991,248,"1991-09-05","Aster","engelmannii",28
"WM","pfd",1991,238,"1991-08-26","Aster","engelmannii",1
"IN","pfd",1992,232,"1992-08-19","Aster","engelmannii",4
"RM","pfd",1992,232,"1992-08-19","Aster","engelmannii",15
"WM","pfd",1992,223,"1992-08-10","Aster","engelmannii",1
"VR","pfd",1993,238,"1993-08-26","Aster","engelmannii",7
"IN","pfd",1997,236,"1997-08-24","Aster","engelmannii",3
"WM","pfd",1997,252,"1997-09-09","Aster","engelmannii",12
"RM","pfd",2003,266,"2003-09-23","Aster","engelmannii",3
"VR","pfd",2003,239,"2003-08-27","Aster","engelmannii",2
"RM","pfd",2004,242,"2004-08-29","Aster","engelmannii",9
"RM","pfd",2005,253,"2005-09-10","Aster","engelmannii",9
"RM","pfd",2006,234,"2006-08-22","Aster","engelmannii",23
"RM","pfd",2009,198,"2009-07-17","Calochortus","gunnisoni",3
"RM","pfd",1973,210,"1973-07-29","Calochortus","gunnisonii",3
"RM","pfd",1974,201,"1974-07-20","Calochortus","gunnisonii",1
"RM","pfd",1975,220,"1975-08-08","Calochortus","gunnisonii",5
"RM","pfd",1976,202,"1976-07-20","Calochortus","gunnisonii",1
"RM","pfd",1977,199,"1977-07-18","Calochortus","gunnisonii",2
"RM","pfd",1979,217,"1979-08-05","Calochortus","gunnisonii",3
"RM","pfd",1980,210,"1980-07-28","Calochortus","gunnisonii",3
"RM","pfd",1981,204,"1981-07-23","Calochortus","gunnisonii",3
"RM","pfd",1982,210,"1982-07-29","Calochortus","gunnisonii",1
"RM","pfd",1983,222,"1983-08-10","Calochortus","gunnisonii",1
"RM","pfd",1984,212,"1984-07-30","Calochortus","gunnisonii",1
"RM","pfd",1985,190,"1985-07-09","Calochortus","gunnisonii",1
"RM","pfd",1986,196,"1986-07-15","Calochortus","gunnisonii",1
"RM","pfd",1987,197,"1987-07-16","Calochortus","gunnisonii",2
"RM","pfd",1988,196,"1988-07-14","Calochortus","gunnisonii",1
"RM","pfd",1989,202,"1989-07-21","Calochortus","gunnisonii",1
"RM","pfd",1991,212,"1991-07-31","Calochortus","gunnisonii",3
"RM","pfd",1993,203,"1993-07-22","Calochortus","gunnisonii",2
"RM","pfd",1994,205,"1994-07-24","Calochortus","gunnisonii",1
"RM","pfd",1995,221,"1995-08-09","Calochortus","gunnisonii",2
"RM","pfd",1996,203,"1996-07-21","Calochortus","gunnisonii",1
"RM","pfd",1997,198,"1997-07-17","Calochortus","gunnisonii",4
"RM","pfd",1998,201,"1998-07-20","Calochortus","gunnisonii",2
"RM","pfd",1999,216,"1999-08-04","Calochortus","gunnisonii",1
"RM","pfd",2000,194,"2000-07-12","Calochortus","gunnisonii",1
"RM","pfd",2003,196,"2003-07-15","Calochortus","gunnisonii",3
"RM","pfd",2005,208,"2005-07-27","Calochortus","gunnisonii",2
"RM","pfd",2006,198,"2006-07-17","Calochortus","gunnisonii",2
"RM","pfd",2007,182,"2007-07-01","Calochortus","gunnisonii",1
"RM","pfd",2008,210,"2008-07-28","Calochortus","gunnisonii",2
"RM","pfd",2009,202,"2009-07-21","Calochortus","gunnisonii",2
"IN","pfd",1974,219,"1974-08-07","Campanula","rotundifolia",11
"WM","pfd",1974,227,"1974-08-15","Campanula","rotundifolia",4
"IN","pfd",1975,240,"1975-08-28","Campanula","rotundifolia",4
"RM","pfd",1975,228,"1975-08-16","Campanula","rotundifolia",1
"WM","pfd",1975,228,"1975-08-16","Campanula","rotundifolia",3
"IN","pfd",1977,215,"1977-08-03","Campanula","rotundifolia",9
"RM","pfd",1977,199,"1977-07-18","Campanula","rotundifolia",3
"WM","pfd",1977,199,"1977-07-18","Campanula","rotundifolia",8
"IN","pfd",1979,221,"1979-08-09","Campanula","rotundifolia",1
"RM","pfd",1979,223,"1979-08-11","Campanula","rotundifolia",1
"WM","pfd",1979,228,"1979-08-16","Campanula","rotundifolia",3
"IN","pfd",1981,208,"1981-07-27","Campanula","rotundifolia",2
"RM","pfd",1981,209,"1981-07-28","Campanula","rotundifolia",5
"WM","pfd",1981,199,"1981-07-18","Campanula","rotundifolia",3
"IN","pfd",1982,230,"1982-08-18","Campanula","rotundifolia",4
"RM","pfd",1982,164,"1982-06-13","Campanula","rotundifolia",7
"WM","pfd",1982,232,"1982-08-20","Campanula","rotundifolia",6
"IN","pfd",1983,227,"1983-08-15","Campanula","rotundifolia",2
"RM","pfd",1983,235,"1983-08-23","Campanula","rotundifolia",8
"WM","pfd",1983,224,"1983-08-12","Campanula","rotundifolia",1
"IN","pfd",1984,234,"1984-08-21","Campanula","rotundifolia",1
"RM","pfd",1984,231,"1984-08-18","Campanula","rotundifolia",2
"WM","pfd",1984,226,"1984-08-13","Campanula","rotundifolia",3
"IN","pfd",1985,219,"1985-08-07","Campanula","rotundifolia",1
"RM","pfd",1985,210,"1985-07-29","Campanula","rotundifolia",1
"WM","pfd",1985,217,"1985-08-05","Campanula","rotundifolia",2
"IN","pfd",1986,225,"1986-08-13","Campanula","rotundifolia",2
"RM","pfd",1986,222,"1986-08-10","Campanula","rotundifolia",13
"WM","pfd",1986,232,"1986-08-20","Campanula","rotundifolia",3
"IN","pfd",1987,210,"1987-07-29","Campanula","rotundifolia",3
"WM","pfd",1987,206,"1987-07-25","Campanula","rotundifolia",3
"IN","pfd",1988,218,"1988-08-05","Campanula","rotundifolia",4
"RM","pfd",1988,203,"1988-07-21","Campanula","rotundifolia",2
"WM","pfd",1988,211,"1988-07-29","Campanula","rotundifolia",2
"WM","pfd",1989,202,"1989-07-21","Campanula","rotundifolia",1
"IN","pfd",1991,221,"1991-08-09","Campanula","rotundifolia",1
"RM","pfd",1991,212,"1991-07-31","Campanula","rotundifolia",3
"WM","pfd",1991,228,"1991-08-16","Campanula","rotundifolia",4
"IN","pfd",1992,223,"1992-08-10","Campanula","rotundifolia",2
"RM","pfd",1992,209,"1992-07-27","Campanula","rotundifolia",2
"WM","pfd",1992,217,"1992-08-04","Campanula","rotundifolia",3
"IN","pfd",1993,231,"1993-08-19","Campanula","rotundifolia",8
"WM","pfd",1993,238,"1993-08-26","Campanula","rotundifolia",7
"IN","pfd",1994,209,"1994-07-28","Campanula","rotundifolia",8
"WM","pfd",1994,222,"1994-08-10","Campanula","rotundifolia",8
"GH","pfd",1995,242,"1995-08-30","Campanula","rotundifolia",1
"IN","pfd",1995,242,"1995-08-30","Campanula","rotundifolia",12
"WM","pfd",1995,246,"1995-09-03","Campanula","rotundifolia",21
"IN","pfd",1996,220,"1996-08-07","Campanula","rotundifolia",1
"RM","pfd",1996,211,"1996-07-29","Campanula","rotundifolia",5
"WM","pfd",1996,215,"1996-08-02","Campanula","rotundifolia",2
"IN","pfd",1997,230,"1997-08-18","Campanula","rotundifolia",5
"RM","pfd",1997,226,"1997-08-14","Campanula","rotundifolia",1
"WM","pfd",1997,222,"1997-08-10","Campanula","rotundifolia",2
"GH","pfd",1998,218,"1998-08-06","Campanula","rotundifolia",11
"IN","pfd",1998,229,"1998-08-17","Campanula","rotundifolia",32
"RM","pfd",1998,205,"1998-07-24","Campanula","rotundifolia",2
"WM","pfd",1998,209,"1998-07-28","Campanula","rotundifolia",1
"GH","pfd",1999,219,"1999-08-07","Campanula","rotundifolia",15
"IN","pfd",1999,228,"1999-08-16","Campanula","rotundifolia",8
"RM","pfd",1999,214,"1999-08-02","Campanula","rotundifolia",1
"GH","pfd",2000,214,"2000-08-01","Campanula","rotundifolia",11
"IN","pfd",2000,211,"2000-07-29","Campanula","rotundifolia",2
"WM","pfd",2000,205,"2000-07-23","Campanula","rotundifolia",1
"GH","pfd",2001,223,"2001-08-11","Campanula","rotundifolia",1
"IN","pfd",2001,215,"2001-08-03","Campanula","rotundifolia",1
"GH","pfd",2002,206,"2002-07-25","Campanula","rotundifolia",1
"GH","pfd",2003,205,"2003-07-24","Campanula","rotundifolia",2
"IN","pfd",2003,214,"2003-08-02","Campanula","rotundifolia",1
"WM","pfd",2003,203,"2003-07-22","Campanula","rotundifolia",2
"GH","pfd",2004,212,"2004-07-30","Campanula","rotundifolia",9
"IN","pfd",2004,214,"2004-08-01","Campanula","rotundifolia",3
"WM","pfd",2004,210,"2004-07-28","Campanula","rotundifolia",10
"GH","pfd",2005,221,"2005-08-09","Campanula","rotundifolia",2
"IN","pfd",2005,223,"2005-08-11","Campanula","rotundifolia",4
"GH","pfd",2006,210,"2006-07-29","Campanula","rotundifolia",3
"IN","pfd",2006,212,"2006-07-31","Campanula","rotundifolia",11
"WM","pfd",2006,232,"2006-08-20","Campanula","rotundifolia",2
"GH","pfd",2007,212,"2007-07-31","Campanula","rotundifolia",2
"IN","pfd",2007,204,"2007-07-23","Campanula","rotundifolia",11
"WM","pfd",2007,206,"2007-07-25","Campanula","rotundifolia",2
"GH","pfd",2008,247,"2008-09-03","Campanula","rotundifolia",5
"IN","pfd",2008,233,"2008-08-20","Campanula","rotundifolia",6
"RM","pfd",2008,259,"2008-09-15","Campanula","rotundifolia",2
"WM","pfd",2008,223,"2008-08-10","Campanula","rotundifolia",7
"GH","pfd",2009,212,"2009-07-31","Campanula","rotundifolia",4
"IN","pfd",2009,215,"2009-08-03","Campanula","rotundifolia",5
"WM","pfd",2009,212,"2009-07-31","Campanula","rotundifolia",1
"IN","pfd",1974,189,"1974-07-08","Cardamine","cordifolia",41
"VR","pfd",1974,183,"1974-07-02","Cardamine","cordifolia",2
"IN","pfd",1975,198,"1975-07-17","Cardamine","cordifolia",25
"IN","pfd",1979,195,"1979-07-14","Cardamine","cordifolia",4
"IN","pfd",1980,194,"1980-07-12","Cardamine","cordifolia",5
"IN","pfd",1981,176,"1981-06-25","Cardamine","cordifolia",11
"IN","pfd",1982,197,"1982-07-16","Cardamine","cordifolia",71
"IN","pfd",1983,201,"1983-07-20","Cardamine","cordifolia",20
"IN","pfd",1984,198,"1984-07-16","Cardamine","cordifolia",32
"IN","pfd",1985,186,"1985-07-05","Cardamine","cordifolia",47
"IN","pfd",1986,192,"1986-07-11","Cardamine","cordifolia",97
"IN","pfd",1987,184,"1987-07-03","Cardamine","cordifolia",109
"IN","pfd",1988,185,"1988-07-03","Cardamine","cordifolia",139
"IN","pfd",1989,186,"1989-07-05","Cardamine","cordifolia",26
"IN","pfd",1991,191,"1991-07-10","Cardamine","cordifolia",332
"IN","pfd",1992,183,"1992-07-01","Cardamine","cordifolia",174
"IN","pfd",1993,195,"1993-07-14","Cardamine","cordifolia",209
"IN","pfd",1994,180,"1994-06-29","Cardamine","cordifolia",25
"IN","pfd",1995,205,"1995-07-24","Cardamine","cordifolia",70
"IN","pfd",1996,186,"1996-07-04","Cardamine","cordifolia",80
"IN","pfd",1997,188,"1997-07-07","Cardamine","cordifolia",128
"IN","pfd",1998,185,"1998-07-04","Cardamine","cordifolia",117
"IN","pfd",1999,188,"1999-07-07","Cardamine","cordifolia",85
"IN","pfd",2000,175,"2000-06-23","Cardamine","cordifolia",38
"IN","pfd",2001,173,"2001-06-22","Cardamine","cordifolia",9
"IN","pfd",2003,182,"2003-07-01","Cardamine","cordifolia",7
"IN","pfd",2004,172,"2004-06-20","Cardamine","cordifolia",31
"ST","pfd",2004,168,"2004-06-16","Cardamine","cordifolia",15
"IN","pfd",2005,193,"2005-07-12","Cardamine","cordifolia",8
"ST","pfd",2005,168,"2005-06-17","Cardamine","cordifolia",8
"IN","pfd",2006,180,"2006-06-29","Cardamine","cordifolia",6
"ST","pfd",2006,168,"2006-06-17","Cardamine","cordifolia",15
"IN","pfd",2007,172,"2007-06-21","Cardamine","cordifolia",9
"ST","pfd",2007,162,"2007-06-11","Cardamine","cordifolia",50
"IN","pfd",2008,190,"2008-07-08","Cardamine","cordifolia",2
"ST","pfd",2008,174,"2008-06-22","Cardamine","cordifolia",18
"IN","pfd",2009,180,"2009-06-29","Cardamine","cordifolia",11
"ST","pfd",2009,168,"2009-06-17","Cardamine","cordifolia",32
"RM","pfd",1973,194,"1973-07-13","Castilleja","linariifolia",23
"RM","pfd",1974,191,"1974-07-10","Castilleja","linariifolia",19
"RM","pfd",1975,205,"1975-07-24","Castilleja","linariifolia",25
"RM","pfd",1976,190,"1976-07-08","Castilleja","linariifolia",18
"RM","pfd",1977,186,"1977-07-05","Castilleja","linariifolia",15
"RM","pfd",1979,202,"1979-07-21","Castilleja","linariifolia",13
"RM","pfd",1980,212,"1980-07-30","Castilleja","linariifolia",3
"RM","pfd",1983,222,"1983-08-10","Castilleja","linariifolia",4
"RM","pfd",1986,218,"1986-08-06","Castilleja","linariifolia",10
"RM","pfd",1987,199,"1987-07-18","Castilleja","linariifolia",9
"RM","pfd",1988,201,"1988-07-19","Castilleja","linariifolia",8
"RM","pfd",1989,176,"1989-06-25","Castilleja","linariifolia",2
"RM","pfd",1991,205,"1991-07-24","Castilleja","linariifolia",11
"RM","pfd",1992,193,"1992-07-11","Castilleja","linariifolia",3
"RM","pfd",1973,208,"1973-07-27","Castilleja","sulphurea",38
"RM","pfd",1974,199,"1974-07-18","Castilleja","sulphurea",27
"RM","pfd",1975,212,"1975-07-31","Castilleja","sulphurea",8
"RM","pfd",1977,203,"1977-07-22","Castilleja","sulphurea",36
"RM","pfd",1979,202,"1979-07-21","Castilleja","sulphurea",45
"RM","pfd",1980,204,"1980-07-22","Castilleja","sulphurea",32
"RM","pfd",1981,199,"1981-07-18","Castilleja","sulphurea",17
"RM","pfd",1982,208,"1982-07-27","Castilleja","sulphurea",50
